352737:80049565400,80088,Macgregor (ACT),8,Australian Capital Territory,0.0289
352738:80049565300,80088,Macgregor (ACT),8,Australian Capital Territory,0.0388
352739:80049565200,80088,Macgregor (ACT),8,Australian Capital Territory,0.0258
352740:80056527500,80088,Macgregor (ACT),8,Australian Capital Territory,0.021
352741:80056527400,80088,Macgregor (ACT),8,Australian Capital Territory,0.0165
352742:80049565600,80088,Macgregor (ACT),8,Australian Capital Territory,0.026
352743:80049561600,80088,Macgregor (ACT),8,Australian Capital Territory,0.0315
352744:80049563000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0345
352745:80049566200,80088,Macgregor (ACT),8,Australian Capital Territory,0.0152
352746:80049561100,80088,Macgregor (ACT),8,Australian Capital Territory,0.0421
352747:80049561200,80088,Macgregor (ACT),8,Australian Capital Territory,0.0308
352748:80049561800,80088,Macgregor (ACT),8,Australian Capital Territory,0.0144
352749:80049561900,80088,Macgregor (ACT),8,Australian Capital Territory,0.02
352750:80049568000,80088,Macgregor (ACT),8,Australian Capital Territory,0.1844
352751:80049561300,80088,Macgregor (ACT),8,Australian Capital Territory,0.02
352752:80049561400,80088,Macgregor (ACT),8,Australian Capital Territory,0.018
352753:80049561500,80088,Macgregor (ACT),8,Australian Capital Territory,0.0327
352754:80049561700,80088,Macgregor (ACT),8,Australian Capital Territory,0.0323
352755:80028700000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0751
352756:80028720000,80088,Macgregor (ACT),8,Australian Capital Territory,0.2027
352757:80028670000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0399
352758:80028620000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0459
352759:80028810000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0651
352760:80029050000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0485
352761:80028820000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0634
352762:80029040000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0467
352763:80028800000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0318
352764:80049460000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0126
352765:80028790000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0602
352766:80049470000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0049
352767:80028780000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0546
352768:80028770000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0485
352769:80028730000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0609
352770:80046650000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0218
352771:80056490500,80088,Macgregor (ACT),8,Australian Capital Territory,0.0759
352772:80053462000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0253
352773:80028660000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0566
352774:80028650000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0374
352775:80028640000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0396
352776:80053461000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0372
352777:80029060000,80088,Macgregor (ACT),8,Australian Capital Territory,0.072
352778:80028950000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0471
352779:80028940000,80088,Macgregor (ACT),8,Australian Capital Territory,0.064
352780:80028930000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0465
352781:80028920000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0087
352782:80028840000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0403
352783:80056551900,80088,Macgregor (ACT),8,Australian Capital Territory,0.0495
352784:80046680000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0171
352785:80028980000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0094
352786:80029000000,80088,Macgregor (ACT),8,Australian Capital Territory,0.041
352787:80029020000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0674
352788:80028960000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0833
352789:80028970000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0449
352790:80048140000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0143
352791:80046660000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0107
352792:80046670000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0224
352793:80049450000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0189
352794:80049480000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0082
352795:80028830000,80088,Macgregor (ACT),8,Australian Capital Territory,0.07
352796:80049440000,80088,Macgregor (ACT),8,Australian Capital Territory,0.008
352797:80028760000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0452
352798:80028750000,80088,Macgregor (ACT),8,Australian Capital Territory,0.042
352799:80028740000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0234
352800:80028910000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0523
